,access,account,action,actions,adapter,adding,addr,address,adjust,advice,alternative,amend,american,andpassword,andshipping,andvisual,append,application,applied,array,ashopping,assignable,attr,attribute,backordered,banner,bannerdata,bannername,banneropt,based,batis,bean,beans,begin,bill,billaddr,billcity,billcountry,billing,billstate,billtofirstname,billtolastname,billzip,bind,binding,bottom,browse,browser,browsing,buffer,built,business,button,ca,call,calling,calls,card,cardtype,cart,cartbutton,carticon,catalog,categories,category,categoryname,catid,ccn,change,checked,checkout,choose,city,clazz,click,clicking,clickyour,client,clinton,code,collections,column,command,config,configured,confirm,confirmation,confirmed,contents,context,controller,correct,cost,country,courier,create,created,credit,creditcard,dao,data,date,dear,declarative,defining,demo,demonstrates,descn,describes,description,details,display,displays,easily,edit,email,empty,enable,endpoint,english,enter,error,errors,exist,exists,expiry,exprdate,express,facade,factory,failed,failure,fake,favcategory,favorite,favorites,favourite,fields,filled,filling,finish,firstname,fo,form,format,forward,found,handle,handler,hash,header,hierarchically,hoeller,holder,http,identifier,identify,illegal,impl,implementationby,include,including,increment,index,info,information,initializing,inorder,insert,installation,instock,instructions,integer,integrity,interceptor,inthe,invalid,invalidate,inventory,invoke,isdeployed,issues,itemid,items,iterator,japanese,jax,jdbc,jpetstore,jta,juergen,key,keyword,keywords,langpref,language,languages,lastname,layers,left,length,line,lineitem,linenum,link,listable,listof,listprice,loaded,locale,location,log,logger,logging,lower,mail,management,map,master,match,matching,menu,message,method,middle,mismatch,mm,model,ms,mvc,mylistopt,nested,nextid,note,nr,obj,object,objects,occured,ofitems,oforders,online,option,optionally,oracle,orderdate,orderid,ordernum,orderstatus,organized,otherinformation,page,paged,pages,parameter,parse,password,passwords,path,payment,perform,pet,pets,phone,piece,pojo,post,postal,pre,preference,press,pretty,prev,previous,price,prices,proceed,process,product,productid,products,profile,properties,property,provide,provided,qty,quantities,quantity,quantityof,query,quick,read,real,redirect,redirected,reference,register,reject,remove,removing,repeat,repeated,representing,request,requested,requestingpayment,required,requires,response,resulting,retrieval,returning,reviewing,rpc,running,screen,search,searching,section,select,selected,selecting,send,sender,sequence,serializable,server,service,services,servlet,session,shared,ship,shipaddr,shipcity,shipcountry,shipping,shipstate,shiptofirstname,shiptolastname,shipzip,shop,shopping,sign,signed,signin,signing,signoff,signon,signup,simple,single,source,splitter,spring,springframework,sql,start,status,stock,stop,store,stores,subject,submit,submitted,success,summary,suppid,supplier,support,supports,system,target,template,text,theapplication,theitem,theleft,thelist,thepicture,therequired,theright,theshopping,thesignin,throwable,tier,time,timed,timestamp,tocomplete,token,tokenizer,tokens,toplace,total,totalprice,transaction,trim,type,types,typing,unit,unitcost,unitprice,update,updatebutton,updated,updating,ups,url,user,userid,useridentifier,username,utils,validate,validation,validator,view,violation,visa,warn,watch,web,withoutregistering,wizard,xml,youcan,youraccount,yourshopping,yyyy
SignonInterceptor,0,0,0.146205788,0,0.090577398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050920541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082844807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059883941,0,0.165689614,0,0.053467107,0.181154797,0,0,0,0,0,0.101841082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271732195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356443788,0,0,0,0,0,0,0,0,0.15645405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073102894,0,0,0,0,0,0,0,0,0,0.082844807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239535766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254602706,0,0,0,0,0.101841082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149293122,0.298586244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348129273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271732195,0.282034511,0,0,0,0.056406902,0,0,0,0.348350618,0,0,0,0,0.056406902,0,0,0,0,0,0,0
SqlMapAccountDao,0.120963979,0.696794123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270962848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094389768,0.115202628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189673993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031504305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270208597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047194884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148993733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070006297,0,0,0,0,0,0,0,0,0.081288854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063008611,0,0,0,0,0,0,0,0.336065551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029021837,0,0,0,0.252049163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189673993,0,0,0,0,0,0,0,0,0.202656448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqlMapCategoryDao,0.140599238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703977497,0,0,0,0,0,0,0,0,0,0,0,0,0.236209801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274278539,0.133902686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327155957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068569635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157473201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406892482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084331885,0,0,0,0.162756993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqlMapItemDao,0.167522358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281441233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163399846,0.159543494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048480766,0,0,0,0,0,0,0,0,0,0,0,0,0.171783688,0,0,0,0,0,0,0,0,0,0.313409679,0,0,0,0,0,0.194676102,0,0,0,0,0.096961533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365644626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389802521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122549885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140515018,0,0,0,0,0,0,0,0.129784068,0,0.239315241,0,0.187627489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387846132,0,0,0.04418332,0,0,0,0,0,0,0,0,0,0,0.050240231,0,0,0,0.242403832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140720617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqlMapOrderDao,0.098190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256607791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383096534,0.093513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256607791,0,0,0,0.081644414,0,0,0,0,0,0,0,0,0,0,0.151553089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33509863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127698845,0,0,0,0,0,0,0,0,0,0,0.05544741,0,0,0,0,0,0,0.062342531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109974768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340974536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416770995,0,0.034529769,0,0,0,0,0,0,0,0,0,0,0,0.039263314,0,0,0,0.227329634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121854047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqlMapProductDao,0.131769816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063550026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159943943,0,0,0,0,0,0,0,0,0,0,0,0,0.196778826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171369506,0.125493798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272228305,0.240216347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245288843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171369506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083662532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589473975,0,0,0,0,0,0,0,0,0,0,0,0.14758412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263453231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223228219,0,0,0.305072196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052690646,0,0,0,0.152536098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074409406,0.148818813,0.074409406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqlMapSequenceDao,0.042474909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142717555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124288966,0.080903772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071955767,0,0,0,0,0,0,0,0.071955767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197667066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165718621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080903772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047572518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071955767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884985769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245843738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05095318,0,0,0,0.098337495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095145037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UpdateCartQuantitiesController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070881933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878532363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108892848,0,0,0,0,0.050880002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063042349,0,0,0.03721339,0,0,0,0,0,0,0.070881933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046413851,0,0,0,0,0,0,0,0,0,0,0.215390196,0.050880002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070881933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035440967,0.053841888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126084699,0.141763866,0,0,0,0,0,0,0,0,0,0,0.046413851,0,0,0,0,0.212645799,0,0,0,0,0.070881933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069272536,0.173181341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083359081,0,0,0,0,0,0,0,0,0,0.039259503,0,0,0,0.069272536,0,0,0,0,0.039259503,0,0,0,0,0,0,0
UserSession,0,0.761255795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34877369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34877369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099475084,0,0,0,0,0.270605572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306725892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ViewCartController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066778387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53978593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102588748,0,0,0,0,0.047934421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035059007,0,0,0,0,0,0,0.066778387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066778387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392665998,0,0,0.033389194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191737685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200335162,0,0,0,0,0.066778387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065262163,0.358941894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356355948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258906652,0,0,0,0.073973329,0,0,0,0.326310813,0,0,0,0,0.073973329,0,0,0,0,0,0,0
ViewCategoryController,0,0,0.153863127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107174878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614682778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082324064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056267378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028133689,0,0.032567421,0,0,0,0.134997434,0.053587439,0,0,0.043591848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047660636,0,0,0,0,0,0,0,0,0.052370719,0,0,0,0,0,0,0,0,0,0.214349755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220570999,0.134997434,0,0.053587439,0,0,0,0,0,0,0.225623026,0,0,0,0,0,0,0.043591848,0,0,0,0,0.076931564,0,0,0,0,0.448363499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241143475,0,0,0,0,0.053587439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052370719,0.104741438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230506042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209482876,0,0,0,0,0,0,0,0,0,0,0,0
ViewItemController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208115694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142244246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071122123,0,0.082330623,0,0,0,0,0.135469344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13239347,0,0,0,0,0,0,0,0,0,0.406408033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067734672,0,0,0,0,0,0,0.507001129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119312151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270938689,0,0,0,0,0.135469344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13239347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517973832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26478694,0,0,0,0,0,0,0,0,0,0,0,0
ViewOrderController,0,0.052432066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057213539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175789371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078230543,0,0,0,0,0,0,0.120149644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060074822,0,0,0,0,0,0,0.114427079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074927434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078230543,0,0,0,0,0.171640618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057213539,0.086918764,0,0,0,0,0,0.428249344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286067696,0,0,0.069542321,0,0.114427079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111828975,0.335486926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437517673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316889651,0,0,0.111828975,0.06337793,0,0,0,0.391401413,0,0,0,0,0.06337793,0,0,0,0,0,0,0
